buoy_id,buoy_name,timestamp,latitude,longitude,depth,temperature,salinity,pressure,current_u,current_v,current_speed,current_direction,quality_flag,qc_details,temperature_assimilated,salinity_assimilated,current_speed_assimilated,assimilation_method,assimilation_confidence,assimilation_error,data_assimilated
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,0,5.497107935566629,34.62399602257575,0.0,0.2539331473640938,0.12944865667450067,0.28502455691583367,27.011329751190495,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,5,5.297838488799759,34.68575474650375,5.125,0.25143671373678445,0.21731566017255383,0.3323349472610225,40.836713530693956,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,10,5.506415063801351,34.59810015370132,10.25,0.3057891399879173,0.1600642648165455,0.345148615824852,27.629652864645127,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,15,5.83907233380275,34.70050563963384,15.374999999999998,0.19405897707977926,0.26676968177867755,0.32988626782809133,53.96635306031542,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,20,5.926675515528007,34.63760750713892,20.5,0.25334915285783693,0.10936242723901274,0.27594552677184675,23.348255806614,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,25,5.883473876085194,34.510403763626,25.624999999999996,0.29136933358274864,0.06632213438664394,0.29882221146035165,12.823305534691631,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,30,6.1391099046826385,34.498842847892014,30.749999999999996,0.2559389877047543,0.15085822933378415,0.2970908460135704,30.516391736079523,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,35,6.594399107568857,34.607603287065395,35.875,0.2840562477826951,0.14111332974016974,0.31717648673056104,26.417245708502367,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,40,6.292427068719922,34.596120430675725,41.0,0.28538455885932934,0.18950892762540014,0.34257551004860687,33.586052675994814,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,45,6.570631548157536,34.567654255649956,46.12499999999999,0.17693184963783662,0.2128360424773085,0.276774385364088,50.26305403939303,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,50,6.705351006053151,34.45712692971043,51.24999999999999,0.2271237793047999,0.10997353681102129,0.25234775593299913,25.836307115259174,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,55,6.381818488773827,34.5315054441586,56.37499999999999,0.13726122155922993,0.11787515758031429,0.18092870341246559,40.65483593534051,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,60,6.806280644324032,34.56298067212459,61.49999999999999,0.2664602176064746,0.17251166274054294,0.31742923833257175,32.91982546862988,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,65,6.450330387597654,34.547885646185485,66.625,0.22314653384476715,0.11042801044463427,0.2489753422684545,26.329320952494523,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:21:12.735399,45.0,-130.0,70,6.673450818337987,34.412880486255986,71.75,0.16167698688674625,0.17749357412110234,0.24009043492621768,47.66994765595931,good,,,,,,,,False
