buoy_id,buoy_name,timestamp,latitude,longitude,depth,temperature,salinity,pressure,current_u,current_v,current_speed,current_direction,quality_flag,qc_details,temperature_assimilated,salinity_assimilated,current_speed_assimilated,assimilation_method,assimilation_confidence,assimilation_error,data_assimilated
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,0,5.605562824266555,34.6076882712005,0.0,0.291563997112922,0.25301510129052424,0.3860391248222364,40.950981157375836,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,5,5.211238690629888,34.63457792138465,5.125,0.3185264358802182,0.25191774326384025,0.4061054539472486,38.33993949276472,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,10,5.660524668384287,34.66591745429103,10.25,0.33193491875017245,0.23349840731246152,0.40583530711748056,35.12433014254432,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,15,5.955627362790851,34.634678405037974,15.374999999999998,0.3044170932804668,0.25182236167842587,0.3950750163230122,39.59850716329652,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,20,6.080494772298553,34.57733535348307,20.5,0.32207280986369685,0.16040934929053577,0.35980835759235796,26.475740653739493,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,25,6.12136084337655,34.53198822778014,25.624999999999996,0.19315415113164053,0.13448037772327587,0.23535823353343638,34.84692590907567,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,30,6.020910429804001,34.46461819561022,30.749999999999996,0.2880797122593835,0.14225098912600342,0.32128688818994083,26.279716554522494,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,35,6.532479043433608,34.55307007163808,35.875,0.23765009215966335,0.19209334666196076,0.3055771917785893,38.94872237739063,suspect,temperature_abnormal_gradient;,6.206591679834046,34.365427679268485,0.3090928211851017,optimal,0.975,0.085,True
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,40,6.3355255230371395,34.46603571747451,41.0,0.28844057185116845,0.10901762832597656,0.30835500121718445,20.70434864811976,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,45,6.880583963719312,34.54290696832858,46.12499999999999,0.23304701115070836,0.14877208758029892,0.27648515954618347,32.55326581547026,suspect,temperature_abnormal_gradient;,6.501733297816512,34.38503550135097,0.2946878443846637,optimal,0.975,0.085,True
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,50,6.6760296152866285,34.51743076675412,51.24999999999999,0.18597024924772493,0.221482185897321,0.289204585501538,49.98108572636757,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,55,6.692576615391902,34.495184472518204,56.37499999999999,0.17869859607956987,0.15462943456733266,0.23631218816519445,40.86991831894345,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,60,6.895683269720856,34.36199963474297,61.49999999999999,0.16068337606518873,0.13311992656811436,0.20866255580052456,39.64042662606644,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,65,6.906826004112263,34.42271619722967,66.625,0.27307567099199304,0.24146431417470116,0.3645206950333355,41.48438644055469,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,70,6.896040138360762,34.41219249332323,71.75,0.2686286803435963,0.08861237714456772,0.2828666139479051,18.25614084703001,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,75,6.774785960295944,34.44952854883187,76.875,0.2627518287577425,0.07657896909547135,0.2736838724208337,16.248752890889246,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,80,7.0724958767415025,34.30307505713497,82.0,0.18471132265992699,0.06795377919142778,0.19681460521307095,20.198154500211594,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,85,7.079169882480516,34.40655019452429,87.12499999999999,0.30290640639636324,0.21574093204446035,0.37188229427517955,35.45984870685372,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,90,7.239673086709305,34.35974591114276,92.24999999999999,0.15835841135975834,0.12549272992198174,0.20205398217223508,38.39542200779853,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,95,7.049186204284841,34.4893353296239,97.37499999999999,0.20131011805604182,0.11653595186242335,0.23260780663644665,30.066022375715747,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,100,7.098985782753235,34.34911947666549,102.49999999999999,0.21449578285948379,0.07114072508218365,0.2259854942905001,18.348871685648675,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,110,7.278588232590699,34.34675453299431,112.74999999999999,0.25448533783214156,0.06779441767721779,0.26336072265949656,14.91705158755898,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,120,7.715546052046033,34.292199381007855,122.99999999999999,0.04524392713329885,0.10277342356479637,0.11229153812141099,66.23947386526652,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,130,7.333278920191745,34.26019382491977,133.25,0.15569496910039382,0.10729003526710433,0.18908219131052262,34.57088447729282,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,140,7.423253509656426,34.35016416823606,143.5,0.11896372885522863,0.035801918443105346,0.1242342390299354,16.749072573150592,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,150,7.32665695881124,34.2101668134709,153.75,0.10639971567093637,0.07125721234540383,0.1280565882963234,33.8107120211678,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,160,7.552439532410164,34.26731609838192,164.0,0.2876685417982785,0.07366113993780787,0.29694974907766,14.362699838903177,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,170,7.898267702446947,34.29000445241006,174.24999999999997,0.09214621588017571,0.008084058404327396,0.09250014649350845,5.013765976928394,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,180,7.682205772088157,34.25041424022676,184.49999999999997,0.0595979427593022,0.12353280810113462,0.1371578268218508,64.24518788985158,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,190,7.325379148305558,34.168593811824344,194.74999999999997,0.12567381684130463,0.06666233905609176,0.14225953636888852,27.94323912923346,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,200,8.026588431776897,34.25821344456595,204.99999999999997,0.11332317269077938,0.025267352242838312,0.11610590233949294,12.569477540805067,suspect,temperature_abnormal_gradient;,7.705986990573432,34.18799048441209,0.16210518274051672,optimal,0.95,0.085,True
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,210,8.078901315624236,34.19743721310005,215.24999999999997,0.15688120501125613,0.09006938090454812,0.18089833018110574,29.86119946557233,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,220,7.990205085194862,34.21438412616978,225.49999999999997,0.1265013875728068,0.0952772438174519,0.15836778159491802,36.98601854887691,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,230,7.931827316819045,34.20175221366899,235.74999999999997,0.15932256135221534,0.0657622579428272,0.17236111256768263,22.42896228129038,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,240,7.880318469148646,34.08761045109909,245.99999999999997,0.05201833959646194,0.0106376390272932,0.053094886933186244,11.557513207765062,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,250,7.835921083743935,34.16213004835921,256.25,0.005331014948439516,0.048689450024436184,0.048980427356879554,83.75156639511944,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,260,7.797356786282592,34.066790509795105,266.5,0.0683710437925335,-0.03558580601596318,0.07707755327646497,332.5038945813125,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,270,7.8256240175269305,34.02254394427089,276.75,0.020900844478724638,-0.010876675851328725,0.023561565684366386,332.50779774966145,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,280,7.735446086400916,34.068522894503246,287.0,0.038416049035547926,0.04836208913983716,0.06176313212160777,51.53840090290379,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,290,7.606065597409671,34.13208019799714,297.25,-0.039534440915262495,-0.01993876937508105,0.04427783353637632,206.76360127872505,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,300,7.69697405500061,34.11527259600197,307.5,0.07744439639461098,0.08927907835355497,0.1181879366288533,49.06026734230664,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,310,7.667564346399199,34.04450849021318,317.75,0.030121757303837537,0.14800676034781457,0.1510407937337682,78.49649033394478,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,320,7.631523663633693,34.055681369822324,328.0,0.09769211727429197,0.002988903487005208,0.09773782953180743,1.7524254351811264,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,330,7.598187930530336,34.01027305030714,338.24999999999994,0.09772760395769042,0.11215412283703378,0.1487589723164813,48.93212195189542,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,340,7.521542773797955,34.05529531495135,348.49999999999994,0.02038020957505994,-0.003803567613824582,0.020732102375695043,349.4284819777582,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,350,7.515316460504786,34.110526044346834,358.74999999999994,0.03974868250550552,0.09975451565084964,0.10738212678867506,68.27444902809323,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,360,7.474161064515269,34.09754338546994,368.99999999999994,0.06658086742551933,0.02289825814442653,0.0704083953316888,18.978938413298152,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,370,7.539253230714319,34.086051539136676,379.24999999999994,0.08692607672494528,0.05935142756847242,0.10525556882752903,34.324498175034726,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,380,7.477490702388506,34.11379644775908,389.49999999999994,0.12101949153407884,0.001822766020123729,0.12103321778392533,0.862909787138187,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,390,7.47494527284874,34.08820604902221,399.74999999999994,-0.05891018834158829,-0.001800172425318991,0.05893768668010548,181.75029479567448,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,400,7.385238070049946,34.01925082481696,409.99999999999994,-0.06572587710070113,0.0029775009902041696,0.06579328562097454,177.40617109083314,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,410,7.386948333439605,34.052280149855214,420.24999999999994,0.045490575403255906,0.03265211443563329,0.05599600903311774,35.66993678155334,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:00:39.646606,45.0,-130.0,420,7.316686369587078,34.01552157458563,430.49999999999994,-0.014878871452397108,0.05030846914972987,0.052462585562344136,106.47573117287382,good,,,,,,,,False
