buoy_id,buoy_name,timestamp,latitude,longitude,depth,temperature,salinity,pressure,current_u,current_v,current_speed,current_direction,quality_flag,qc_details,temperature_assimilated,salinity_assimilated,current_speed_assimilated,assimilation_method,assimilation_confidence,assimilation_error,data_assimilated
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,0,5.588889975821635,34.69749417082679,0.0,0.3232364478826717,0.210669390590823,0.38582819152015824,33.09430253919566,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,5,5.377877409052929,34.655542659327764,5.125,0.20034433816151015,0.16405979908602636,0.2589468507426203,39.313673623697234,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,10,5.506137523026322,34.59847352848137,10.25,0.32776587546856734,0.16955552190769468,0.36902512669338267,27.352833661612213,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,15,5.86148770817619,34.55281434242316,15.374999999999998,0.3408254780316436,0.1733799535234239,0.38239065725940924,26.962711978534372,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,20,6.258397856147453,34.641791235085726,20.5,0.1548525855090459,0.2340237056711111,0.28061792183478806,56.50754700838239,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,25,5.8738124033579595,34.69270039843928,25.624999999999996,0.15638168547120224,0.2059328277425419,0.25857989305600204,52.787616915160925,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,30,6.343213318055312,34.59036520525712,30.749999999999996,0.27932987526270736,0.12478143053835339,0.30593395467237294,24.07113203308626,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,35,6.555653087529946,34.604421562354474,35.875,0.17592384879191353,0.14957089787038924,0.23091265461969482,40.37127203199731,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,40,6.645739988965277,34.513297729487924,41.0,0.2667773610909145,0.18010561117317309,0.32188226351679333,34.02390776606784,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,45,6.305949598116127,34.510376192064385,46.12499999999999,0.2666772766290302,0.13573873504085024,0.2992353155307148,26.97609416934308,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,50,6.6754957511434885,34.48212680411572,51.24999999999999,0.21578618303407604,0.19731125584637405,0.2923959788917916,42.439271316900765,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,55,6.915783867678216,34.51866111905129,56.37499999999999,0.22868287142736266,0.09550844539056819,0.24782598496765187,22.667650669103324,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,60,6.933593652327327,34.39487909509899,61.49999999999999,0.22444780512823406,0.0958776298266972,0.2440683042266384,23.13077620530957,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,65,6.844016390235257,34.44679994620059,66.625,0.1741196847096613,0.14545157763237085,0.2268784389031656,39.873830343003135,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,70,6.742926520138667,34.340070757737784,71.75,0.2222104789556099,0.17038759255179167,0.28001683637466684,37.48043814285707,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,75,7.170704832905382,34.46289858407584,76.875,0.0718660595840099,0.08766720609848648,0.11335902939442877,50.65647427911466,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,80,6.757044723302428,34.267547928055414,82.0,0.2248484043050359,0.1235474835246966,0.2565556189285397,28.78748034238497,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,85,7.466128337242491,34.36537347040529,87.12499999999999,0.26469436605385616,0.20500669049836645,0.33479971709926193,37.757904342632884,suspect,temperature_abnormal_gradient;,6.883400532281932,34.27883350719834,0.2777310903291771,optimal,0.975,0.085,True
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,90,6.976628036093133,34.358192279672366,92.24999999999999,0.25209486493540073,0.1340449483590676,0.28551684557549845,28.000661075423626,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,95,6.987699253230847,34.37356723467465,97.37499999999999,0.10141367001870927,0.1725338333079758,0.200131596962119,59.55341150049757,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,100,7.034665806987784,34.37412853762109,102.49999999999999,0.18187093268498697,0.09260213330319507,0.20408868476231054,26.983556886366973,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,110,7.069930712157882,34.39101633923977,112.74999999999999,0.2503240864852926,0.052192092841846754,0.25570718181136054,11.77733558787004,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,120,7.228649599386525,34.28180572804301,122.99999999999999,0.1855990366808449,0.09968941476638501,0.21067743551059748,28.24124504313948,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,130,7.794181244617005,34.34882795564208,133.25,0.1772454214990481,0.1350257021951507,0.22281804167452138,37.30017894517971,suspect,temperature_abnormal_gradient;,7.357379520090706,34.25143485568336,0.20544268201952495,optimal,0.95,0.085,True
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,140,7.511313563276818,34.26272905211932,143.5,0.14793841573759905,0.14124083585389086,0.20453544573901228,43.67322961459284,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,150,7.273018602614657,34.24125423557169,153.75,0.07510717756743039,0.10314548860437962,0.12759341652915218,53.9391151379526,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,160,7.4400988319939465,34.32400038280352,164.0,0.13633148349413796,0.04963820604864667,0.14508695631048407,20.00653270435917,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,170,7.777649085363689,34.18262853444678,174.24999999999997,0.1769280983001597,0.11484888247834933,0.21093557730889467,32.98870813530007,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,180,7.685673777888377,34.243499522101985,184.49999999999997,0.09308618632625185,0.12845811034797033,0.1586396047616641,54.071322361102276,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,190,7.659750413650176,34.21799516650371,194.74999999999997,0.13687905859772234,0.03223453430820752,0.14062340446976,13.251504828151146,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,200,8.027656281215389,34.19016329852756,204.99999999999997,0.0900050691440844,0.09661347481064994,0.13204194782954204,47.02807074286108,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,210,8.02562423395454,34.233582313821465,215.24999999999997,0.09407258189393014,0.08802647086324313,0.12883442954749164,43.098345776481565,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,220,7.904955311903853,34.173094282331036,225.49999999999997,0.02606985772733679,0.08241873424747029,0.08644353785494155,72.4473238082247,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,230,7.953102555029306,34.16841299257392,235.74999999999997,0.044208973635240935,0.10514108725091822,0.11405736091189655,67.19456783775381,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,240,7.826652275228403,34.21847227881578,245.99999999999997,0.05825201024531953,0.07007251205438479,0.09112328814980676,50.26289919355177,good,,,,,,,,False
46001,Eastern Pacific,2026-06-08 18:27:51.294711,45.0,-130.0,250,7.823275259927087,34.092758826021544,256.25,0.013186744650256654,0.04556290111207809,0.04743277550618433,73.85858076576203,good,,,,,,,,False
