buoy_id,buoy_name,timestamp,latitude,longitude,depth,temperature,salinity,pressure,current_u,current_v,current_speed,current_direction,quality_flag,qc_details,temperature_assimilated,salinity_assimilated,current_speed_assimilated,assimilation_method,assimilation_confidence,data_assimilated
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,0,5.653343193722724,34.71322087912201,0.0,0.2832199374545948,0.19380447081119168,0.34318173884720415,34.38343234393098,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,5,5.675218526144699,34.62806108910851,5.125,0.22416602359890758,0.15202817429845372,0.27085599848751185,34.14490629251047,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,10,6.053964123918912,34.6919679259547,10.25,0.28949732612308987,0.17206435124492425,0.33677120245317194,30.725369106109536,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,15,5.81340663448346,34.66180716526864,15.374999999999998,0.2519502900484476,0.2523989774800917,0.3566289282832966,45.05097239359058,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,20,6.008031061825708,34.60317203531423,20.5,0.26886282819670915,0.19804136535290937,0.3339275412073369,36.37494677656212,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,25,6.144148493792307,34.58432300169364,25.624999999999996,0.2099366672905587,0.0935787703892284,0.22984862527460692,24.024809286144528,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,30,6.476821514061293,34.50022910015959,30.749999999999996,0.27086506187915776,0.21240245558788362,0.3442131387477283,38.1022422320222,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,35,6.001208144541048,34.53798207955594,35.875,0.2942762005577402,0.15848021977273755,0.33423713479192363,28.304348578745614,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,40,6.534766109786311,34.57964402236533,41.0,0.26490867375464605,0.10094057145977463,0.2834882791176231,20.858798529067876,suspect,temperature_abnormal_gradient;,6.368743530823946,34.52037475730032,0.28290141884133957,optimal,0.975,True
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,45,6.381032897782194,34.52983799489473,46.12499999999999,0.19071964095340005,0.15833555273678118,0.24787926235539723,39.69947646244549,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,50,6.671295878159896,34.41838291029657,51.24999999999999,0.18423015868987086,0.11934524511162797,0.21950863058579168,32.9353741017912,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,55,6.750446913259628,34.48396913024893,56.37499999999999,0.2286512893893314,0.13217769044717748,0.2641067094781078,30.031151332479084,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,60,6.563295923107159,34.43969051408648,61.49999999999999,0.2559514936550254,0.05275319596884455,0.26133133526074864,11.645938749198724,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,65,6.953225722471413,34.42287340954363,66.625,0.2073420283421361,0.12415652294686119,0.24167242065921724,30.91319833806725,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,70,7.165084234730382,34.41726982984363,71.75,0.22683924497534846,0.11683384472206053,0.2551591470700682,27.250789843813344,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,75,6.721295505689111,34.41967174515781,76.875,0.20988541455181534,0.12915246908384742,0.24643913551228333,31.605960566600572,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,80,7.065081353856621,34.41878215408099,82.0,0.21309866967692156,0.14526218656126902,0.2578994879068872,34.2809368886244,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,85,7.053801215879015,34.39317448359412,87.12499999999999,0.22585638524917157,0.15241513235336868,0.27247289650186696,34.012739540772195,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,90,6.793729447714912,34.40690108547804,92.24999999999999,0.27312074105581596,0.15498839353038432,0.31403238897286906,29.57370023888686,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,95,7.636152653679249,34.32212139458124,97.37499999999999,0.23665852324173814,0.11605154133619684,0.26358151845201006,26.122200427583568,suspect,temperature_abnormal_gradient;,7.229307906080837,34.355993162334315,0.24875268518984583,optimal,0.975,True
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,100,7.347150938525848,34.45133776227083,102.49999999999999,0.11891373085990534,0.3042965886500786,0.32670612062080673,68.65532001127934,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,110,7.575063276120274,34.263899815939475,112.74999999999999,0.1198910746994797,0.08879217425474598,0.14919088444500017,36.52390873388507,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,120,7.44383219810928,34.251633867817425,122.99999999999999,0.18570009711095212,0.077920402029273,0.2013854888501666,22.763089454124295,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,130,7.5710661708652705,34.2566898648089,133.25,0.1639702242585184,0.13902099262309772,0.21497225596178732,40.2927086487126,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,140,7.499888151931907,34.32442220313286,143.5,0.07374025453082288,0.1167928193957393,0.13812381330051787,57.73264371893744,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,150,7.64334332706116,34.18779270181679,153.75,0.27039839166001634,0.06869283185412849,0.27898744660013497,14.254058401897392,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,160,7.556498472515847,34.2061410429266,164.0,0.21394931909005566,0.04522545557597019,0.21867705177076197,11.935704122111794,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,170,7.591979845207279,34.26056164108636,174.24999999999997,0.24917479542737603,-0.004782014950016983,0.24922067800095737,358.9005483339799,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,180,7.619525576799713,34.216566580573314,184.49999999999997,0.1074766068978725,0.11925921500396204,0.16054277122823393,47.974770367547954,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,190,7.606006184318978,34.23131983654151,194.74999999999997,0.14241635908968533,-0.006474091455226982,0.142563435692792,357.3971886426623,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,200,8.070789883426551,34.168866473636896,204.99999999999997,0.10144335871913643,0.06670493185032991,0.12140964937506636,33.327255527217275,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,210,7.937917020431208,34.20593322252324,215.24999999999997,0.17522417045152247,0.01808558308153224,0.17615504030774484,5.892858464553196,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,220,8.043473732995471,34.10813159804103,225.49999999999997,0.08205339667571405,-0.01842668082724118,0.08409698253998832,347.3431022401728,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,230,7.882221364703392,34.14621835854064,235.74999999999997,0.09752135630054257,0.08907122226987814,0.13207610522478094,42.40704348809929,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,240,7.931293578382187,34.27117014009156,245.99999999999997,0.014678951094906578,0.1565654526315705,0.15725206695930966,84.64383398988488,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,250,7.787698832362938,34.10329396622146,256.25,0.156960741754252,-0.009570835161538963,0.1572522665583372,356.51065391880365,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,260,7.778373471536073,34.08555174017896,266.5,0.09088970035779537,0.12808470256941082,0.15705613220573167,54.640251610354234,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,270,7.801474884874475,34.073058563096694,276.75,0.12067751685669707,0.06799164026060725,0.138513270916639,29.397604990324414,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,280,7.720144884631809,34.1534323388814,287.0,0.11679652950986864,0.09226845537794486,0.14884521209424714,38.308493039557476,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,290,7.741986053225963,34.0656860732354,297.25,0.08126604727734521,0.04908015623862858,0.09493699055948582,31.12963275002264,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,300,7.733375850206699,34.046074194553846,307.5,0.1546018235806656,0.008839661683846686,0.15485432984954642,3.2724352884552497,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,310,7.655556271661825,34.06877232887875,317.75,0.05532317529496293,0.04994730720243497,0.07453447002220924,42.07660484654282,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,320,7.629891987356593,34.096867041349356,328.0,0.0768451746880196,0.06306649271885459,0.09941108276590487,39.3755736928227,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,330,7.568325405929526,34.07569125730122,338.24999999999994,0.06978606959613104,0.08556981954333412,0.1104187009811056,50.80119519991318,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,340,7.647251626629366,34.0882028628842,348.49999999999994,0.09360663980063803,0.039725718187893146,0.1016874412123262,22.995880277075447,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,350,7.625714009613694,34.09915365778061,358.74999999999994,0.10825645698554925,-0.05197331117101405,0.1200861588741314,334.35460169782635,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,360,7.522626633511563,34.03505002264282,368.99999999999994,0.11580815962018191,0.05132331474038475,0.12667127721213728,23.90173778403058,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,370,7.57887287192973,34.10145042244545,379.24999999999994,-0.043870932932517794,0.1264843905534822,0.13387665894417627,109.12903113772256,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,380,7.43919664205933,34.002364746426,389.49999999999994,0.05839524249140564,0.031068272521509115,0.06614561136689891,28.014509558089824,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,390,7.4043013860817375,34.06625788121293,399.74999999999994,0.003243881878981267,-0.029969706364908505,0.030144751935347228,276.17757058205206,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,400,7.322734688726045,33.963330797165455,409.99999999999994,0.044730647612435816,0.10296345408419497,0.11225998268651227,66.51831792352284,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,410,7.377299162572265,34.12997147877338,420.24999999999994,0.032190290687526754,-0.010173222895493557,0.03375958054580753,342.46169820622686,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,420,7.380037364535206,34.068901761334764,430.49999999999994,-0.05790156186986888,0.044150708558974655,0.07281398171525694,142.67399918671282,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,430,7.287168960927942,34.012242764664414,440.74999999999994,0.04738263971063122,0.0771722873008236,0.09055758650266882,58.45069219452505,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,440,7.3354174599569255,34.02403909014994,450.99999999999994,0.09657879152140288,0.06009639521957043,0.1137498997367532,31.892042709224743,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,450,7.3225016033308155,34.08532068311325,461.24999999999994,0.018439689787607086,0.03443714097254432,0.03906326711664133,61.832759771165634,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,460,7.273150835300693,34.05634563132751,471.49999999999994,0.057856857567027756,0.007280304412812091,0.058313110017169795,7.17200703075329,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,470,7.1944678950487,33.98689675225403,481.74999999999994,0.002618790686356582,0.00752005449193691,0.007962994676668349,70.79979177838938,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,480,7.162007706450444,34.12014415819805,491.99999999999994,0.02527708197399739,-0.01927647665364762,0.031788573816684595,322.6706073086656,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,490,7.144374733364756,33.99555924622058,502.24999999999994,0.019211258946767607,0.08179072973141384,0.08401664085356508,76.78179711673067,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,500,7.117950344160098,33.98568292132798,512.5,0.060828166954307344,0.10829385680084504,0.12420799215760239,60.677275912488064,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,525,7.080528360924614,34.12036518006892,538.125,-0.02496360946963558,0.0616351539696945,0.06649867669826541,112.04904323003593,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,550,6.8276447018593664,33.98866702762106,563.75,0.006858263848680837,0.03362396711926591,0.03431627817604347,78.47154718035006,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,575,6.898186672971326,33.99887114807512,589.375,-0.05210267633350295,0.03244030123948212,0.0613763963231967,148.0926758529601,good,,,,,,,False
46001,Eastern Pacific,2026-06-08 16:03:52.915155,45.0,-130.0,600,6.779578120860492,34.02938408006426,615.0,0.04634495071461084,0.04574438574473373,0.06511837900241918,44.626348157025326,good,,,,,,,False
